Year,Country_Name,Nombre_País,Cod_Na_UIS,Sex,Sexo,Age,Value
2005,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,50-54,4328
2010,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,50-54,3875
2015,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,50-54,3807
2020,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,50-54,5081
1990,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,50-54,221
1995,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,50-54,294
2000,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,50-54,393
2005,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,50-54,537
2010,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,50-54,833
2015,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,50-54,1098
2020,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,50-54,1155
1990,Cuba,Cuba,CU,males,Hombres,50-54,940
1995,Cuba,Cuba,CU,males,Hombres,50-54,656
2000,Cuba,Cuba,CU,males,Hombres,50-54,386
2005,Cuba,Cuba,CU,males,Hombres,50-54,152
2010,Cuba,Cuba,CU,males,Hombres,50-54,70
2015,Cuba,Cuba,CU,males,Hombres,50-54,44
2020,Cuba,Cuba,CU,males,Hombres,50-54,30
1990,Dominican Republic,República Dominicana,DO,males,Hombres,50-54,5865
1995,Dominican Republic,República Dominicana,DO,males,Hombres,50-54,6623
2000,Dominican Republic,República Dominicana,DO,males,Hombres,50-54,7101
2005,Dominican Republic,República Dominicana,DO,males,Hombres,50-54,10061
2010,Dominican Republic,República Dominicana,DO,males,Hombres,50-54,8562
2015,Dominican Republic,República Dominicana,DO,males,Hombres,50-54,8606
2020,Dominican Republic,República Dominicana,DO,males,Hombres,50-54,10870
1990,Costa Rica,Costa Rica,CR,males,Hombres,50-54,8793
1995,Costa Rica,Costa Rica,CR,males,Hombres,50-54,7516
2000,Costa Rica,Costa Rica,CR,males,Hombres,50-54,6232
2005,Costa Rica,Costa Rica,CR,males,Hombres,50-54,8293
2010,Costa Rica,Costa Rica,CR,males,Hombres,50-54,10308
2015,Costa Rica,Costa Rica,CR,males,Hombres,50-54,12503
2020,Costa Rica,Costa Rica,CR,males,Hombres,50-54,18919
1990,El Salvador,El Salvador,SV,males,Hombres,50-54,695
1995,El Salvador,El Salvador,SV,males,Hombres,50-54,679
2000,El Salvador,El Salvador,SV,males,Hombres,50-54,584
2005,El Salvador,El Salvador,SV,males,Hombres,50-54,681
2010,El Salvador,El Salvador,SV,males,Hombres,50-54,941
2015,El Salvador,El Salvador,SV,males,Hombres,50-54,1052
2020,El Salvador,El Salvador,SV,males,Hombres,50-54,993
1990,Honduras,Honduras,HN,males,Hombres,50-54,5793
1995,Honduras,Honduras,HN,males,Hombres,50-54,3292
2000,Honduras,Honduras,HN,males,Hombres,50-54,888
2005,Honduras,Honduras,HN,males,Hombres,50-54,940
2010,Honduras,Honduras,HN,males,Hombres,50-54,970
2015,Honduras,Honduras,HN,males,Hombres,50-54,1252
2020,Honduras,Honduras,HN,males,Hombres,50-54,1242
1990,Mexico,México,MX,males,Hombres,50-54,14019
1995,Mexico,México,MX,males,Hombres,50-54,8407
2000,Mexico,México,MX,males,Hombres,50-54,8897
2005,Mexico,México,MX,males,Hombres,50-54,14287
2010,Mexico,México,MX,males,Hombres,50-54,12242
2015,Mexico,México,MX,males,Hombres,50-54,13174
2020,Mexico,México,MX,males,Hombres,50-54,16938
1990,Argentina,Argentina,AR,males,Hombres,50-54,64328
1995,Argentina,Argentina,AR,males,Hombres,50-54,62212
2000,Argentina,Argentina,AR,males,Hombres,50-54,67280
2005,Argentina,Argentina,AR,males,Hombres,50-54,50273
2010,Argentina,Argentina,AR,males,Hombres,50-54,49002
2015,Argentina,Argentina,AR,males,Hombres,50-54,52725
2020,Argentina,Argentina,AR,males,Hombres,50-54,55511
1990,Brazil,Brasil,BR,males,Hombres,50-54,39213
1995,Brazil,Brasil,BR,males,Hombres,50-54,37533
2000,Brazil,Brasil,BR,males,Hombres,50-54,35942
2005,Brazil,Brasil,BR,males,Hombres,50-54,28492
2010,Brazil,Brasil,BR,males,Hombres,50-54,20656
2015,Brazil,Brasil,BR,males,Hombres,50-54,21689
2020,Brazil,Brasil,BR,males,Hombres,50-54,32664
1990,Chile,Chile,CL,males,Hombres,50-54,2476
1995,Chile,Chile,CL,males,Hombres,50-54,3437
2000,Chile,Chile,CL,males,Hombres,50-54,3621
2005,Chile,Chile,CL,males,Hombres,50-54,5661
2010,Chile,Chile,CL,males,Hombres,50-54,9839
2015,Chile,Chile,CL,males,Hombres,50-54,15251
2020,Chile,Chile,CL,males,Hombres,50-54,31673
1990,Colombia,Colombia,CO,males,Hombres,50-54,1865
1995,Colombia,Colombia,CO,males,Hombres,50-54,2038
2000,Colombia,Colombia,CO,males,Hombres,50-54,2210
2005,Colombia,Colombia,CO,males,Hombres,50-54,2498
2010,Colombia,Colombia,CO,males,Hombres,50-54,2506
2015,Colombia,Colombia,CO,males,Hombres,50-54,2346
2020,Colombia,Colombia,CO,males,Hombres,50-54,21208
1990,Ecuador,Ecuador (el),EC,males,Hombres,50-54,2133
1995,Ecuador,Ecuador (el),EC,males,Hombres,50-54,3164
2000,Ecuador,Ecuador (el),EC,males,Hombres,50-54,4210
2005,Ecuador,Ecuador (el),EC,males,Hombres,50-54,4104
2010,Ecuador,Ecuador (el),EC,males,Hombres,50-54,7433
2015,Ecuador,Ecuador (el),EC,males,Hombres,50-54,7937
2020,Ecuador,Ecuador (el),EC,males,Hombres,50-54,19739
1990,Guyana,Guyana,GY,males,Hombres,50-54,130
1995,Guyana,Guyana,GY,males,Hombres,50-54,171
2000,Guyana,Guyana,GY,males,Hombres,50-54,211
2005,Guyana,Guyana,GY,males,Hombres,50-54,243
2010,Guyana,Guyana,GY,males,Hombres,50-54,176
2015,Guyana,Guyana,GY,males,Hombres,50-54,198
2020,Guyana,Guyana,GY,males,Hombres,50-54,833
1990,Paraguay,Paraguay,PY,males,Hombres,50-54,4486
1995,Paraguay,Paraguay,PY,males,Hombres,50-54,5068
2000,Paraguay,Paraguay,PY,males,Hombres,50-54,5563
2005,Paraguay,Paraguay,PY,males,Hombres,50-54,5676
2010,Paraguay,Paraguay,PY,males,Hombres,50-54,5762
2015,Paraguay,Paraguay,PY,males,Hombres,50-54,5812
2020,Paraguay,Paraguay,PY,males,Hombres,50-54,6441
1990,Peru,Perú,PE,males,Hombres,50-54,1660
1995,Peru,Perú,PE,males,Hombres,50-54,1728
2000,Peru,Perú,PE,males,Hombres,50-54,2387
2005,Peru,Perú,PE,males,Hombres,50-54,2256
2010,Peru,Perú,PE,males,Hombres,50-54,3982
2015,Peru,Perú,PE,males,Hombres,50-54,7055
2020,Peru,Perú,PE,males,Hombres,50-54,26543
1990,Uruguay,Uruguay,UY,males,Hombres,50-54,3342
1995,Uruguay,Uruguay,UY,males,Hombres,50-54,3119
2000,Uruguay,Uruguay,UY,males,Hombres,50-54,2249
2005,Uruguay,Uruguay,UY,males,Hombres,50-54,2029
2010,Uruguay,Uruguay,UY,males,Hombres,50-54,1788
2015,Uruguay,Uruguay,UY,males,Hombres,50-54,1747
2020,Uruguay,Uruguay,UY,males,Hombres,50-54,2446
1990,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,50-54,211
1995,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,50-54,308
2000,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,50-54,432
2005,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,50-54,639
2010,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,50-54,1062
2015,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,50-54,1385
2020,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,50-54,1445
1990,Cuba,Cuba,CU,females,Mujeres,50-54,1450
1995,Cuba,Cuba,CU,females,Mujeres,50-54,1061
2000,Cuba,Cuba,CU,females,Mujeres,50-54,678
2005,Cuba,Cuba,CU,females,Mujeres,50-54,274
2010,Cuba,Cuba,CU,females,Mujeres,50-54,132
2015,Cuba,Cuba,CU,females,Mujeres,50-54,82
2020,Cuba,Cuba,CU,females,Mujeres,50-54,56
1990,Dominican Republic,República Dominicana,DO,females,Mujeres,50-54,3444
1995,Dominican Republic,República Dominicana,DO,females,Mujeres,50-54,4052
2000,Dominican Republic,República Dominicana,DO,females,Mujeres,50-54,4491
2005,Dominican Republic,República Dominicana,DO,females,Mujeres,50-54,5950
2010,Dominican Republic,República Dominicana,DO,females,Mujeres,50-54,4673
2015,Dominican Republic,República Dominicana,DO,females,Mujeres,50-54,5580
2020,Dominican Republic,República Dominicana,DO,females,Mujeres,50-54,7504
1990,Costa Rica,Costa Rica,CR,females,Mujeres,50-54,8409
1995,Costa Rica,Costa Rica,CR,females,Mujeres,50-54,7230
2000,Costa Rica,Costa Rica,CR,females,Mujeres,50-54,6172
2005,Costa Rica,Costa Rica,CR,females,Mujeres,50-54,8605
2010,Costa Rica,Costa Rica,CR,females,Mujeres,50-54,11086
2015,Costa Rica,Costa Rica,CR,females,Mujeres,50-54,13613
2020,Costa Rica,Costa Rica,CR,females,Mujeres,50-54,18956
1990,El Salvador,El Salvador,SV,females,Mujeres,50-54,851
1995,El Salvador,El Salvador,SV,females,Mujeres,50-54,798
2000,El Salvador,El Salvador,SV,females,Mujeres,50-54,669
2005,El Salvador,El Salvador,SV,females,Mujeres,50-54,774
2010,El Salvador,El Salvador,SV,females,Mujeres,50-54,1040
2015,El Salvador,El Salvador,SV,females,Mujeres,50-54,1152
2020,El Salvador,El Salvador,SV,females,Mujeres,50-54,1094
1990,Honduras,Honduras,HN,females,Mujeres,50-54,3582
1995,Honduras,Honduras,HN,females,Mujeres,50-54,2040
2000,Honduras,Honduras,HN,females,Mujeres,50-54,568
2005,Honduras,Honduras,HN,females,Mujeres,50-54,631
2010,Honduras,Honduras,HN,females,Mujeres,50-54,673
2015,Honduras,Honduras,HN,females,Mujeres,50-54,865
2020,Honduras,Honduras,HN,females,Mujeres,50-54,859
1990,Mexico,México,MX,females,Mujeres,50-54,11964
1995,Mexico,México,MX,females,Mujeres,50-54,7161
2000,Mexico,México,MX,females,Mujeres,50-54,7661
2005,Mexico,México,MX,females,Mujeres,50-54,12218
2010,Mexico,México,MX,females,Mujeres,50-54,10048
2015,Mexico,México,MX,females,Mujeres,50-54,10981
2020,Mexico,México,MX,females,Mujeres,50-54,14126
1990,Argentina,Argentina,AR,females,Mujeres,50-54,62878
1995,Argentina,Argentina,AR,females,Mujeres,50-54,62081
2000,Argentina,Argentina,AR,females,Mujeres,50-54,70629
2005,Argentina,Argentina,AR,females,Mujeres,50-54,53595
2010,Argentina,Argentina,AR,females,Mujeres,50-54,61297
2015,Argentina,Argentina,AR,females,Mujeres,50-54,67197
2020,Argentina,Argentina,AR,females,Mujeres,50-54,68452
1990,Brazil,Brasil,BR,females,Mujeres,50-54,26095
1995,Brazil,Brasil,BR,females,Mujeres,50-54,27395
2000,Brazil,Brasil,BR,females,Mujeres,50-54,28606
2005,Brazil,Brasil,BR,females,Mujeres,50-54,21289
2010,Brazil,Brasil,BR,females,Mujeres,50-54,14362
2015,Brazil,Brasil,BR,females,Mujeres,50-54,15247
2020,Brazil,Brasil,BR,females,Mujeres,50-54,23541
1990,Chile,Chile,CL,females,Mujeres,50-54,2102
1995,Chile,Chile,CL,females,Mujeres,50-54,3137
2000,Chile,Chile,CL,females,Mujeres,50-54,3685
2005,Chile,Chile,CL,females,Mujeres,50-54,5800
2010,Chile,Chile,CL,females,Mujeres,50-54,10209
2015,Chile,Chile,CL,females,Mujeres,50-54,14056
2020,Chile,Chile,CL,females,Mujeres,50-54,37900
1990,Colombia,Colombia,CO,females,Mujeres,50-54,1569
1995,Colombia,Colombia,CO,females,Mujeres,50-54,1702
2000,Colombia,Colombia,CO,females,Mujeres,50-54,1838
2005,Colombia,Colombia,CO,females,Mujeres,50-54,1850
2010,Colombia,Colombia,CO,females,Mujeres,50-54,1903
2015,Colombia,Colombia,CO,females,Mujeres,50-54,1889
2020,Colombia,Colombia,CO,females,Mujeres,50-54,21273
1990,Ecuador,Ecuador (el),EC,females,Mujeres,50-54,1770
1995,Ecuador,Ecuador (el),EC,females,Mujeres,50-54,2673
2000,Ecuador,Ecuador (el),EC,females,Mujeres,50-54,3650
2005,Ecuador,Ecuador (el),EC,females,Mujeres,50-54,3553
2010,Ecuador,Ecuador (el),EC,females,Mujeres,50-54,6384
2015,Ecuador,Ecuador (el),EC,females,Mujeres,50-54,6946
2020,Ecuador,Ecuador (el),EC,females,Mujeres,50-54,16570
1990,Guyana,Guyana,GY,females,Mujeres,50-54,82
1995,Guyana,Guyana,GY,females,Mujeres,50-54,105
2000,Guyana,Guyana,GY,females,Mujeres,50-54,128
2005,Guyana,Guyana,GY,females,Mujeres,50-54,150
2010,Guyana,Guyana,GY,females,Mujeres,50-54,102
2015,Guyana,Guyana,GY,females,Mujeres,50-54,118
2020,Guyana,Guyana,GY,females,Mujeres,50-54,681
1990,Paraguay,Paraguay,PY,females,Mujeres,50-54,3362
1995,Paraguay,Paraguay,PY,females,Mujeres,50-54,3914
2000,Paraguay,Paraguay,PY,females,Mujeres,50-54,4438
2005,Paraguay,Paraguay,PY,females,Mujeres,50-54,4674
2010,Paraguay,Paraguay,PY,females,Mujeres,50-54,4883
2015,Paraguay,Paraguay,PY,females,Mujeres,50-54,4966
2020,Paraguay,Paraguay,PY,females,Mujeres,50-54,5480
1990,Peru,Perú,PE,females,Mujeres,50-54,1658
1995,Peru,Perú,PE,females,Mujeres,50-54,1838
2000,Peru,Perú,PE,females,Mujeres,50-54,2348
2005,Peru,Perú,PE,females,Mujeres,50-54,1944
2010,Peru,Perú,PE,females,Mujeres,50-54,2869
2015,Peru,Perú,PE,females,Mujeres,50-54,4087
2020,Peru,Perú,PE,females,Mujeres,50-54,21587
1990,Uruguay,Uruguay,UY,females,Mujeres,50-54,3529
1995,Uruguay,Uruguay,UY,females,Mujeres,50-54,3423
2000,Uruguay,Uruguay,UY,females,Mujeres,50-54,2499
2005,Uruguay,Uruguay,UY,females,Mujeres,50-54,2299
2010,Uruguay,Uruguay,UY,females,Mujeres,50-54,2087
2015,Uruguay,Uruguay,UY,females,Mujeres,50-54,2060
2020,Uruguay,Uruguay,UY,females,Mujeres,50-54,2635
1990,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,55-59,361
1995,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,55-59,504
2000,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,55-59,690
